ts,door_state,sphone_signal,label,type
1.0973973331903772,0,0,1,1
1.0974018865742727,1,1,1,1
1.0974018865742727,0,0,1,1
1.0974064399581684,0,0,1,1
1.0974064399581684,0,0,1,1
1.097410993342064,0,0,1,1
1.097410993342064,0,0,1,1
1.0974155467259594,0,0,1,1
1.0974155467259594,0,0,1,1
1.0974246534937506,0,0,1,1
1.0974246534937506,1,1,1,1
1.0974292068776461,0,0,1,1
1.0974292068776461,0,0,1,1
1.0974337602615418,0,0,1,1
1.0974337602615418,1,1,1,1
1.0974383136454373,0,0,1,1
1.0974383136454373,1,1,1,1
1.0974474204132285,0,0,1,1
1.0974474204132285,0,0,1,1
1.097451973797124,0,0,1,1
1.097451973797124,0,0,1,1
1.0974565271810197,1,1,1,1
1.0974565271810197,0,0,1,1
1.0974610805649152,0,0,1,1
1.0974610805649152,0,0,1,1
1.0974656339488107,0,0,1,1
1.0974656339488107,0,0,1,1
1.0974701873327064,0,0,1,1
1.0974701873327064,0,0,1,1
1.097474740716602,0,0,1,1
1.097474740716602,1,1,1,1
1.0974792941004974,0,0,1,1
1.0974792941004974,1,1,1,1
1.097483847484393,0,0,1,1
1.097483847484393,0,0,1,1
1.0974884008682886,0,0,1,1
1.0974884008682886,1,1,1,1
1.097492954252184,1,1,1,1
1.097492954252184,0,0,1,1
1.0974975076360798,0,0,1,1
1.0974975076360798,1,1,1,1
1.0975020610199753,0,0,1,1
1.0975020610199753,0,0,1,1
1.097506614403871,0,0,1,1
1.097506614403871,1,1,1,1
1.0975111677877665,0,0,1,1
1.0975111677877665,0,0,1,1
1.097515721171662,0,0,1,1
1.097515721171662,0,0,1,1
1.0975202745555577,0,0,1,1
1.0975202745555577,0,0,1,1
1.0975248279394532,0,0,1,1
1.0975248279394532,0,0,1,1
1.0975293813233487,0,0,1,1
1.0975293813233487,0,0,1,1
1.0975339347072444,1,1,1,1
1.0975339347072444,0,0,1,1
1.0975384880911399,0,0,1,1
1.0975384880911399,0,0,1,1
1.0975430414750353,0,0,1,1
1.0975430414750353,0,0,1,1
1.097547594858931,0,0,1,1
1.097547594858931,0,0,1,1
1.0975521482428265,1,1,1,1
1.0975521482428265,0,0,1,1
1.0975567016267223,0,0,1,1
1.0975567016267223,1,1,1,1
1.0975612550106177,0,0,1,1
1.0975612550106177,0,0,1,1
1.0975667190712923,0,0,1,1
1.0975667190712923,0,0,1,1
1.097571272455188,0,0,1,1
1.097571272455188,0,0,1,1
1.0975758258390835,0,0,1,1
1.0975758258390835,0,0,1,1
1.097580379222979,0,0,1,1
1.097580379222979,0,0,1,1
1.0975849326068747,1,1,1,1
1.0975849326068747,0,0,1,1
1.0975894859907702,0,0,1,1
1.0975894859907702,1,1,1,1
1.097594039374666,0,0,1,1
1.097594039374666,0,0,1,1
1.0975985927585614,0,0,1,1
1.0975985927585614,0,0,1,1
1.097603146142457,0,0,1,1
1.097603146142457,1,1,1,1
1.0976076995263526,0,0,1,1
1.0976076995263526,0,0,1,1
1.097612252910248,0,0,1,1
1.097612252910248,0,0,1,1
1.0976168062941436,0,0,1,1
1.0976168062941436,0,0,1,1
1.0976259130619348,0,0,1,1
1.0976259130619348,0,0,1,1
1.0976304664458303,0,0,1,1
1.0976304664458303,0,0,1,1
1.097635019829726,1,1,1,1
1.097635019829726,0,0,1,1
1.0976395732136215,0,0,1,1
1.0976395732136215,0,0,1,1
1.097644126597517,0,0,1,1
1.097644126597517,0,0,1,1
1.0976486799814127,0,0,1,1
1.0976486799814127,0,0,1,1
1.0976532333653082,0,0,1,1
1.0976532333653082,0,0,1,1
1.097657786749204,1,1,1,1
1.097657786749204,0,0,1,1
1.0976623401330994,0,0,1,1
1.0976623401330994,0,0,1,1
1.0976668935169949,0,0,1,1
1.0976668935169949,0,0,1,1
1.0976714469008906,1,1,1,1
1.0976714469008906,0,0,1,1
1.097676000284786,0,0,1,1
1.097676000284786,0,0,1,1
1.0976805536686816,0,0,1,1
1.0976805536686816,0,0,1,1
1.0976851070525773,0,0,1,1
1.0976851070525773,0,0,1,1
1.0976896604364728,0,0,1,1
1.0976896604364728,0,0,1,1
1.0976942138203682,0,0,1,1
1.0976942138203682,0,0,1,1
1.097698767204264,0,0,1,1
1.097698767204264,0,0,1,1
1.0977033205881594,0,0,1,1
1.0977033205881594,0,0,1,1
1.0977078739720552,0,0,1,1
1.0977078739720552,0,0,1,1
1.0977124273559506,0,0,1,1
1.0977124273559506,0,0,1,1
1.0977169807398461,1,1,1,1
1.0977169807398461,0,0,1,1
1.0977215341237418,0,0,1,1
1.0977215341237418,0,0,1,1
1.0977260875076373,0,0,1,1
1.0977260875076373,0,0,1,1
1.0977306408915328,0,0,1,1
1.0977306408915328,0,0,1,1
1.0977351942754285,0,0,1,1
1.0977351942754285,0,0,1,1
1.097739747659324,0,0,1,1
1.097739747659324,0,0,1,1
1.0977443010432195,0,0,1,1
1.0977443010432195,1,1,1,1
1.0977488544271152,0,0,1,1
1.0977488544271152,0,0,1,1
1.0977534078110107,1,1,1,1
1.0977534078110107,0,0,1,1
1.0977579611949062,1,1,1,1
1.0977579611949062,0,0,1,1
1.097762514578802,0,0,1,1
1.097762514578802,0,0,1,1
1.0977670679626974,0,0,1,1
1.0977670679626974,1,1,1,1
1.0977716213465931,0,0,1,1
1.0977716213465931,0,0,1,1
1.0977761747304886,0,0,1,1
1.0977761747304886,0,0,1,1
1.097780728114384,0,0,1,1
1.097780728114384,0,0,1,1
1.0977852814982798,0,0,1,1
1.0977852814982798,0,0,1,1
1.0977898348821753,0,0,1,1
1.0977898348821753,0,0,1,1
1.0977943882660708,0,0,1,1
1.0977943882660708,0,0,1,1
1.0977989416499665,0,0,1,1
1.0977989416499665,0,0,1,1
1.097803495033862,0,0,1,1
1.097803495033862,0,0,1,1
1.0978080484177575,0,0,1,1
1.0978080484177575,0,0,1,1
1.0978126018016532,0,0,1,1
1.0978126018016532,0,0,1,1
1.0978171551855487,0,0,1,1
1.0978171551855487,0,0,1,1
1.0978217085694444,0,0,1,1
1.0978217085694444,0,0,1,1
1.0978262619533399,0,0,1,1
1.0978262619533399,0,0,1,1
1.0978308153372354,0,0,1,1
1.0978308153372354,0,0,1,1
1.0978362793979102,0,0,1,1
1.0978362793979102,0,0,1,1
1.0978408327818057,0,0,1,1
1.0978408327818057,0,0,1,1
1.0978453861657012,0,0,1,1
1.0978453861657012,0,0,1,1
1.0978499395495969,0,0,1,1
1.0978499395495969,0,0,1,1
1.0978544929334924,0,0,1,1
1.0978544929334924,1,1,1,1
1.097859046317388,1,1,1,1
1.097859046317388,1,1,1,1
1.0978635997012836,0,0,1,1
1.0978635997012836,0,0,1,1
1.097868153085179,0,0,1,1
1.097868153085179,0,0,1,1
1.0978727064690748,0,0,1,1
1.0978727064690748,0,0,1,1
1.0978772598529702,0,0,1,1
1.0978772598529702,0,0,1,1
1.0978818132368657,0,0,1,1
1.0978818132368657,0,0,1,1
1.0978863666207614,0,0,1,1
1.0978863666207614,0,0,1,1
1.097890920004657,0,0,1,1
1.097890920004657,0,0,1,1
1.0979000267724481,0,0,1,1
1.0979000267724481,0,0,1,1
1.0979045801563436,0,0,1,1
1.0979045801563436,0,0,1,1
1.0979091335402391,0,0,1,1
1.0979091335402391,0,0,1,1
1.0979136869241348,0,0,1,1
1.0979136869241348,0,0,1,1
1.0979182403080303,0,0,1,1
1.0979182403080303,0,0,1,1
1.097922793691926,0,0,1,1
1.097922793691926,1,1,1,1
1.0979273470758215,0,0,1,1
1.0979273470758215,0,0,1,1
1.097931900459717,0,0,1,1
1.097931900459717,0,0,1,1
1.0979364538436127,0,0,1,1
1.0979364538436127,0,0,1,1
1.0979410072275082,0,0,1,1
1.0979410072275082,0,0,1,1
1.0979455606114037,0,0,1,1
1.0979455606114037,0,0,1,1
1.0979501139952994,0,0,1,1
1.0979501139952994,0,0,1,1
1.097954667379195,0,0,1,1
1.097954667379195,0,0,1,1
1.0979592207630904,0,0,1,1
1.0979592207630904,0,0,1,1
1.097963774146986,0,0,1,1
1.097963774146986,0,0,1,1
1.0979683275308816,0,0,1,1
1.0979683275308816,0,0,1,1
1.0979728809147773,0,0,1,1
1.0979728809147773,0,0,1,1
1.0979774342986728,0,0,1,1
1.0979774342986728,1,1,1,1
1.0979819876825683,0,0,1,1
1.0979819876825683,0,0,1,1
1.097986541066464,0,0,1,1
1.097986541066464,0,0,1,1
1.0979910944503595,0,0,1,1
1.0979910944503595,0,0,1,1
1.097995647834255,0,0,1,1
1.097995647834255,0,0,1,1
1.0980002012181507,0,0,1,1
1.0980002012181507,1,1,1,1
1.0980047546020462,0,0,1,1
1.0980047546020462,1,1,1,1
1.0980093079859417,0,0,1,1
1.0980093079859417,0,0,1,1
1.0980138613698374,0,0,1,1
1.0980138613698374,0,0,1,1
1.0980184147537329,1,1,1,1
1.0980184147537329,0,0,1,1
1.0980229681376283,0,0,1,1
1.0980229681376283,0,0,1,1
1.098027521521524,0,0,1,1
1.098027521521524,1,1,1,1
1.0980320749054195,0,0,1,1
1.0980320749054195,0,0,1,1
1.0980366282893153,0,0,1,1
1.0980366282893153,0,0,1,1
1.0980411816732107,0,0,1,1
1.0980411816732107,0,0,1,1
1.0980457350571062,0,0,1,1
1.0980457350571062,0,0,1,1
1.098050288441002,0,0,1,1
1.098050288441002,0,0,1,1
1.0980548418248974,0,0,1,1
1.0980548418248974,0,0,1,1
1.0980639485926886,0,0,1,1
1.0980639485926886,0,0,1,1
1.0980685019765841,0,0,1,1
1.0980685019765841,0,0,1,1
1.0980730553604796,0,0,1,1
1.0980730553604796,0,0,1,1
1.0980776087443753,0,0,1,1
1.0980776087443753,0,0,1,1
1.0980821621282708,0,0,1,1
1.0980821621282708,0,0,1,1
1.0980867155121665,0,0,1,1
1.0980867155121665,1,1,1,1
1.098091268896062,0,0,1,1
1.098091268896062,0,0,1,1
1.0980958222799575,0,0,1,1
1.0980958222799575,0,0,1,1
1.0981003756638532,0,0,1,1
1.0981003756638532,0,0,1,1
1.0981058397245278,0,0,1,1
1.0981058397245278,0,0,1,1
1.0981103931084233,1,1,1,1
1.0981103931084233,0,0,1,1
1.098114946492319,0,0,1,1
1.098114946492319,0,0,1,1
1.0981194998762145,0,0,1,1
1.0981194998762145,0,0,1,1
1.09812405326011,0,0,1,1
1.09812405326011,0,0,1,1
1.0981286066440057,0,0,1,1
1.0981286066440057,0,0,1,1
1.0981331600279012,0,0,1,1
1.0981331600279012,1,1,1,1
1.098137713411797,0,0,1,1
1.098137713411797,0,0,1,1
1.0981422667956924,0,0,1,1
1.0981422667956924,0,0,1,1
1.0981513735634836,1,1,1,1
1.0981513735634836,0,0,1,1
1.098155926947379,0,0,1,1
1.098155926947379,0,0,1,1
1.0981604803312746,0,0,1,1
1.0981604803312746,0,0,1,1
1.0981650337151703,0,0,1,1
1.0981650337151703,0,0,1,1
1.0981695870990658,0,0,1,1
1.0981695870990658,0,0,1,1
1.0981741404829612,0,0,1,1
1.0981741404829612,0,0,1,1
1.098178693866857,0,0,1,1
1.098178693866857,0,0,1,1
1.0981832472507524,0,0,1,1
1.0981832472507524,0,0,1,1
1.0981878006346482,0,0,1,1
1.0981878006346482,0,0,1,1
1.0981923540185436,0,0,1,1
1.0981923540185436,0,0,1,1
1.0981969074024391,1,1,1,1
1.0981969074024391,0,0,1,1
1.0982014607863348,0,0,1,1
1.0982014607863348,0,0,1,1
1.0982060141702303,1,1,1,1
1.0982060141702303,0,0,1,1
1.0982105675541258,0,0,1,1
1.0982105675541258,0,0,1,1
1.0982151209380215,0,0,1,1
1.0982151209380215,0,0,1,1
1.098219674321917,1,1,1,1
1.098219674321917,0,0,1,1
1.0982242277058125,0,0,1,1
1.0982242277058125,0,0,1,1
1.0982287810897082,0,0,1,1
1.0982287810897082,0,0,1,1
1.0982333344736037,0,0,1,1
1.0982333344736037,0,0,1,1
1.0982378878574994,0,0,1,1
1.0982378878574994,0,0,1,1
1.098242441241395,0,0,1,1
1.098242441241395,0,0,1,1
1.0982469946252904,0,0,1,1
1.0982469946252904,0,0,1,1
1.0982515480091861,0,0,1,1
1.0982515480091861,0,0,1,1
1.0982561013930816,0,0,1,1
1.0982561013930816,0,0,1,1
1.098260654776977,0,0,1,1
1.098260654776977,0,0,1,1
1.0982652081608728,0,0,1,1
1.0982652081608728,0,0,1,1
1.0982697615447683,0,0,1,1
1.0982697615447683,0,0,1,1
1.0982743149286638,0,0,1,1
1.0982743149286638,0,0,1,1
1.0982788683125595,0,0,1,1
1.0982788683125595,1,1,1,1
1.098283421696455,0,0,1,1
1.098283421696455,0,0,1,1
1.0982925284642462,0,0,1,1
1.0982925284642462,0,0,1,1
1.0982970818481417,0,0,1,1
1.0982970818481417,1,1,1,1
1.0983016352320374,1,1,1,1
1.0983016352320374,0,0,1,1
1.0983061886159329,0,0,1,1
1.0983061886159329,0,0,1,1
1.0983107419998284,0,0,1,1
1.0983107419998284,0,0,1,1
1.098315295383724,1,1,1,1
1.098315295383724,0,0,1,1
1.0983198487676196,0,0,1,1
1.0983198487676196,0,0,1,1
1.098324402151515,0,0,1,1
1.098324402151515,0,0,1,1
1.0983289555354108,0,0,1,1
1.0983289555354108,0,0,1,1
1.0983335089193063,0,0,1,1
1.0983335089193063,0,0,1,1
1.0983380623032017,1,1,1,1
1.0983380623032017,0,0,1,1
1.0983426156870975,0,0,1,1
1.0983426156870975,0,0,1,1
1.098347169070993,0,0,1,1
1.098347169070993,0,0,1,1
1.0983526331316678,0,0,1,1
1.0983526331316678,0,0,1,1
1.0983571865155632,0,0,1,1
1.0983571865155632,0,0,1,1
1.0983617398994587,0,0,1,1
1.0983617398994587,0,0,1,1
1.0983662932833544,0,0,1,1
1.0983662932833544,0,0,1,1
1.09837084666725,0,0,1,1
1.09837084666725,0,0,1,1
1.0983754000511454,0,0,1,1
1.0983754000511454,0,0,1,1
1.0983799534350411,0,0,1,1
1.0983799534350411,0,0,1,1
1.0983845068189366,0,0,1,1
1.0983845068189366,0,0,1,1
1.0983890602028321,0,0,1,1
1.0983890602028321,0,0,1,1
1.0983936135867278,0,0,1,1
1.0983936135867278,0,0,1,1
1.0983981669706233,0,0,1,1
1.0983981669706233,0,0,1,1
1.098402720354519,1,1,1,1
1.098402720354519,0,0,1,1
1.0984072737384145,0,0,1,1
1.0984072737384145,0,0,1,1
1.09841182712231,0,0,1,1
1.09841182712231,1,1,1,1
1.0984163805062057,1,1,1,1
1.0984163805062057,1,1,1,1
1.0984209338901012,0,0,1,1
1.0984209338901012,0,0,1,1
1.0984254872739967,0,0,1,1
1.0984254872739967,0,0,1,1
1.0984300406578924,0,0,1,1
1.0984300406578924,0,0,1,1
1.098434594041788,0,0,1,1
1.098434594041788,0,0,1,1
1.0984391474256834,0,0,1,1
1.0984391474256834,0,0,1,1
1.098443700809579,0,0,1,1
1.098443700809579,0,0,1,1
1.0984482541934746,1,1,1,1
1.0984482541934746,0,0,1,1
1.0984528075773703,0,0,1,1
1.0984528075773703,1,1,1,1
1.0984573609612658,0,0,1,1
1.0984573609612658,0,0,1,1
1.098466467729057,0,0,1,1
1.098466467729057,0,0,1,1
1.0984710211129525,1,1,1,1
1.0984710211129525,1,1,1,1
1.098475574496848,0,0,1,1
1.098475574496848,0,0,1,1
1.0984801278807437,0,0,1,1
1.0984801278807437,0,0,1,1
1.0984846812646392,0,0,1,1
1.0984846812646392,0,0,1,1
1.0984892346485347,0,0,1,1
1.0984892346485347,0,0,1,1
1.0984937880324304,0,0,1,1
1.0984937880324304,0,0,1,1
1.0984983414163259,0,0,1,1
1.0984983414163259,0,0,1,1
1.0985028948002216,0,0,1,1
1.0985028948002216,0,0,1,1
1.098507448184117,0,0,1,1
1.098507448184117,0,0,1,1
1.0985120015680125,0,0,1,1
1.0985120015680125,0,0,1,1
1.0985165549519083,0,0,1,1
1.0985165549519083,0,0,1,1
1.0985211083358037,0,0,1,1
1.0985211083358037,1,1,1,1
1.0985256617196992,0,0,1,1
1.0985256617196992,0,0,1,1
1.098530215103595,0,0,1,1
1.098530215103595,0,0,1,1
1.0985347684874904,0,0,1,1
1.0985347684874904,0,0,1,1
1.098539321871386,0,0,1,1
1.098539321871386,0,0,1,1
1.0985438752552816,0,0,1,1
1.0985438752552816,0,0,1,1
1.0985484286391771,0,0,1,1
1.0985484286391771,0,0,1,1
1.0985529820230726,0,0,1,1
1.0985529820230726,0,0,1,1
1.0985575354069683,0,0,1,1
1.0985575354069683,0,0,1,1
1.0985620887908638,0,0,1,1
1.0985620887908638,0,0,1,1
1.0985666421747595,0,0,1,1
1.0985666421747595,0,0,1,1
1.098571195558655,0,0,1,1
1.098571195558655,0,0,1,1
1.0985757489425505,0,0,1,1
1.0985757489425505,0,0,1,1
1.0985803023264462,0,0,1,1
1.0985803023264462,0,0,1,1
1.0985848557103417,0,0,1,1
1.0985848557103417,0,0,1,1
1.0985894090942372,0,0,1,1
1.0985894090942372,0,0,1,1
1.098593962478133,0,0,1,1
1.098594873154912,0,0,1,1
1.0985994265388075,1,1,1,1
1.0985994265388075,0,0,1,1
1.0986039799227032,0,0,1,1
1.0986039799227032,0,0,1,1
1.0986085333065987,0,0,1,1
1.0986085333065987,0,0,1,1
1.0986130866904942,0,0,1,1
1.0986130866904942,0,0,1,1
1.09861764007439,0,0,1,1
1.09861764007439,0,0,1,1
1.0986221934582854,0,0,1,1
1.0986221934582854,0,0,1,1
1.0986267468421809,0,0,1,1
1.0986267468421809,0,0,1,1
1.0986313002260766,0,0,1,1
1.0986313002260766,0,0,1,1
1.098635853609972,0,0,1,1
